instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
60x10_89.npz,5418,4091,5358,4774,4620,4901,4212
60x10_9.npz,4934,3871,5054,4112,3984,4156,3928
60x10_90.npz,5907,4219,5610,4908,4530,4826,4560
60x10_91.npz,5181,4304,5331,5066,4612,4768,4605
60x10_92.npz,4977,4139,5275,4476,4714,4558,4461
60x10_93.npz,5201,4250,5211,4285,4210,4260,4338
60x10_94.npz,5324,4057,5509,4316,4396,4356,4335
60x10_95.npz,5522,4334,5508,4572,4339,4440,4237
60x10_96.npz,5342,4226,5815,4517,4464,4494,4409
60x10_97.npz,5643,4258,5854,4744,4433,4509,4438
60x10_98.npz,5389,4076,5717,4573,4592,4413,4280
60x10_99.npz,5158,4230,5060,4326,4566,4426,4514
