instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x20_70.npz,3534,2532,3960,3263,3227,3400,2926
30x20_71.npz,3226,2690,3544,3164,3041,3120,3230
30x20_72.npz,3360,2695,3883,3490,3627,3487,3470
30x20_73.npz,3247,2624,3248,3128,3499,3213,3111
30x20_74.npz,3833,2745,4357,3303,3791,3511,3407
30x20_75.npz,3290,2755,3375,3297,3186,3379,3263
30x20_76.npz,3304,2578,3347,3163,3379,3242,3076
30x20_77.npz,3556,2794,4123,3651,3671,3456,3596
30x20_78.npz,3690,2909,3917,3261,3256,3338,3255
30x20_79.npz,3731,2807,3724,3669,3700,3545,3437
30x20_8.npz,3494,2806,3739,3608,3359,3231,3570
30x20_80.npz,3387,2602,3509,3205,3205,3235,3192
30x20_81.npz,3808,2686,4095,3238,3188,3280,3417
30x20_82.npz,3531,2742,3745,3626,3371,3366,3226
30x20_83.npz,3682,2601,3683,3516,3331,3188,3108
30x20_84.npz,3691,2690,4027,3430,3427,3574,3194
30x20_85.npz,3870,2993,3954,3703,3528,3883,3533
30x20_86.npz,4018,2940,4245,3517,3346,3514,3442
30x20_87.npz,3579,2747,3856,3204,3500,3407,3397
30x20_88.npz,3491,2602,3640,3277,3015,2949,3119
30x20_89.npz,3723,2848,3637,3458,3618,3525,3339
30x20_9.npz,3390,2657,3507,3372,3358,3461,3145
30x20_90.npz,3706,2782,3915,3511,3684,3463,3490
30x20_91.npz,3837,2802,3818,3424,3458,3579,3632
30x20_92.npz,3373,2928,3720,3250,3554,3406,3327
30x20_93.npz,3448,2817,3671,3570,3487,3437,3215
30x20_94.npz,3470,2536,4268,3380,3284,3163,3125
30x20_95.npz,3663,3008,3673,3391,3440,3519,3328
30x20_96.npz,3403,2776,3918,3251,3223,3561,3401
30x20_97.npz,3623,2925,3616,3558,3512,4030,3442
30x20_98.npz,3905,2808,4015,3539,3470,3630,3707
30x20_99.npz,3442,2635,3470,3150,3142,3161,3068
