instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
50x20_68.npz,5510,4178,5556,5188,5211,5335,4594
50x20_69.npz,5460,4103,5650,4598,4374,4604,4255
50x20_7.npz,5475,4243,5671,5035,4851,4956,4704
50x20_70.npz,5606,3919,5918,4468,4696,4677,4476
50x20_71.npz,5458,4198,5369,5156,4994,5046,4702
50x20_72.npz,5263,4327,5770,4781,4538,4873,4441
50x20_73.npz,5163,4063,5591,4546,4575,4864,4646
50x20_74.npz,5401,4487,5704,5153,5086,5027,4702
50x20_75.npz,5286,4446,5498,4843,4593,4564,4514
50x20_76.npz,5157,3929,5310,4730,4595,4717,4796
50x20_77.npz,5733,4351,6076,4944,5113,5135,4725
50x20_78.npz,5204,4390,5361,4541,4454,4492,4342
50x20_79.npz,5674,4181,5665,5056,4759,4784,4652
50x20_8.npz,5649,4153,5644,4931,4821,4687,4508
50x20_80.npz,5241,3994,5367,4751,4629,4644,4555
50x20_81.npz,5449,4138,5613,4908,4694,4825,4627
50x20_82.npz,5630,4197,6055,4910,4579,4946,4404
50x20_83.npz,5036,4091,5179,4656,4719,4647,4675
50x20_84.npz,5605,4398,5845,4983,5047,5037,4907
50x20_85.npz,4889,3794,5129,4418,4369,4499,4062
50x20_86.npz,5412,4367,5504,4523,4764,4714,4213
50x20_87.npz,5395,4228,5506,4795,4669,4676,4656
50x20_88.npz,5134,3815,5386,4540,4314,4547,4322
50x20_89.npz,5820,4167,5799,4896,4728,5034,4509
50x20_9.npz,5383,4065,5473,4812,4781,4819,4543
50x20_90.npz,5432,4412,5775,4652,4930,4451,4304
50x20_91.npz,5610,4086,5850,4711,4750,4947,4816
50x20_92.npz,5302,3992,5698,4271,4338,4724,4389
50x20_93.npz,5364,4151,5238,4602,4826,4729,4245
50x20_94.npz,5271,4302,5275,4973,4457,5087,4522
50x20_95.npz,5665,4347,5771,5224,4929,4958,4611
50x20_96.npz,5621,3978,5721,4850,5054,5016,4582
50x20_97.npz,5533,4477,5586,5057,4838,5150,4557
50x20_98.npz,5458,4166,5247,4806,4755,4766,4536
50x20_99.npz,5337,3952,5338,4541,4355,4656,4293
