instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
50x15_88.npz,3176,3181,3328,3158,3179,3174,3074
50x15_89.npz,3056,3059,3178,3059,3059,3123,3089
50x15_9.npz,3053,3004,3259,3047,3243,3169,3160
50x15_90.npz,3184,3163,3532,2884,2924,2964,2943
50x15_91.npz,3102,3146,3352,2978,3078,2987,3018
50x15_92.npz,3175,3183,3304,2916,3010,2898,2941
50x15_93.npz,2959,2947,3123,2919,3060,3172,3086
50x15_94.npz,3056,3072,3138,3194,3134,3076,3017
50x15_95.npz,2951,3007,3278,2856,2914,2867,2806
50x15_96.npz,3228,3222,3548,3124,3146,3085,3094
50x15_97.npz,3052,3059,3166,3434,3288,3366,3304
50x15_98.npz,2984,3029,3077,3118,3091,3061,3039
50x15_99.npz,3002,2962,3198,2939,3142,3158,2940
