source,question,answer,rating
,#    ## ## #      # #  #    #       #    #  # #   #  #  ###    ####    #   # #          #   ##   ##  # #   # ### S ##  ###    # # #  ## ##  #  #  ##  ##  ##  # #  #    ###       #   # ##   ##    #  ### ##  #   ##  #        ###### #      #    ##   #  #  #  ###   ## #     #       #   ##  # #   # #   # ### ####    # ## #   ##       ##  # ##   #      # # #          #     # # # ##### ###    # # # #    #    ##      #     ##     ### ### ###    ## ##  #  #      ## # ## # #    ##  ##  #   #    #    ## #      ##  #  #### ####   #  #          ## #   #  #    # #  #  #  # #      ###   # #  #   #  #  #   ###  #  #  #   # #  #G ## ##        ####     ## ## ##  ###   ## #  #       #####  # # # ##  # ###    ##### #### ### # ## #    # # #   # ### #    #      # # #  ### # # #  # # ## # #   ### # #  #           ###   #        #         # # #   ## #   # ## # ## #  #   #      #    #  ##    #  #   ###  ##      ,#    ## ## # ooooo# #  #    #       #    # o# #oo #  #  ###    ####    #oo # #ooooo     #   ##   ##  #o#   # ###oS ##  ###    # # # o## ##  #  #  ##  ##  ##  # # o#    ###       #   # ##   ## o  #  ### ##  #   ##  #    oooo###### #      #    ##   #oo#  #  ###   ## #     #  ooooo#   ##  # #   # #   # ###o####    # ## #   ##       ##oo# ##   #      # # #        oo#     # # # ##### ###    # #o# #    #    ##      #     ## o   ### ### ###    ## ##  #  #ooooo ## # ## # #    ##  ##  #   #o   #    ## #      ##  #  ####o####   #  #  oooooo  ## #   #o #    # #  # o#  #o#      ###oo # #  #   # o#  #oo ###  #  #oo#   # #  #Go## ##o       ####o    ## ## ##  ###ooo## #  #  o    #####  # # # ##o # ###oooo##### #### ### # ##o#    #o# #   # ### #    #    o # # #oo### # # #  # # ## # #oo ### #o#  #     ooooo ###   #o      o#ooooooooo# #o#   ## #o  # ##o#o## #  #   #ooooo #  o #  ##ooo #  #   ###  ##oooooo,118
,     #  #  S ##  #    ## ##    #  #      #  ##  ##  ##      #  ## #   # #  ## # ### ###  #    #  #  #     #  ####   ## #  #   ###  #   #        #  #  # #  #   ##      # ##   ##     # # #     #     ##  ###   #  #   #  #    #  ##  #    ##   ##  # # ##   ##    ##    #      #   ##  #  ##  # ### #  ##                ##    ## ##  #   #   #  # #  #  #  #  #  ##  ###  # ###   #     # #     #       ####  #  #  ##  #    #  #  ##  #   #   ###  #######  ### ##  ##  #      #      ##   ##  #    #        #   ## # #   ##  # # #   #  # #   # ### ##   #   ##  ### #      # #      #  #   ##  # # #  # # ###  #   #      ### #   #        ###  ###  # # #    #  #       ##    #    ###### ##   # ####  #      ##   #  ##  ## #  # ## # ##     #    ##      #         # # ##        G #   ##      ##  #  #     # #  #   #   #   #  ###    #   #  ### # ### #     ## #  # ##  #       #   #   #   # ##   #      #   # # #   # #  ,     #  #  So##  #    ## ##    #  #      #oo##  ##  ##      #  ## #   # #o ## # ### ###  #    #  #  #  o  #  ####ooo## #  #   ###  # o #oooooooo#oo#  # #  #   ##  oooo# ##   ##o    # # #     #     ##  ###  o#  #   #  #    #  ##  #    ##o  ##  # # ##   ##    ##    # oo   #   ##  #  ##  # ### #  ##o     oooooo    ##    ## ##  #o  # oo#  #o#  #  #  #  #  ## o### o# ###ooo#     # #     #oo    o####  #o #  ##  #    #oo#  ##o #   # o ###  ####### o### ##o ##  # o    #      ## o ##  #oo  #   ooooo#   ## # #ooo##  #o# #   #  #o#   # ### ##o  #  o##  ### # o    # #     o#  # o ##  # # #oo# # ###  # o #  oo  ### #   #oo      ### o### o# # #    #  #oo     ##  o #  oo###### ##   #o####  #ooo   ##oo #  ##  ## #o # ## #o##     #o   ##      #ooooooooo# # ##  ooooooG #   ##      ##  #  #     # #  #   #   #   #  ###    #   #  ### # ### #     ## #  # ##  #       #   #   #   # ##   #      #   # # #   # #  ,113
, # ## ##      # ###  #  ### ##### ## #     # # #   ##  #### ###    #    #  # ###   ## ##   # # #   ##         # ###     ### #  # #    ##   ##     #   ##  #### # #      #      #   #  #  S##  # #  #      #      ####  #  #   ## ## #   ### #  #    #    ## #  # #  ##  # # #  ##     ##   ##   # ## #  #   #  ##    #  #    # ##   #   # #  #       #        #      #    #  ## # # ##   #       ##  ##  #  #       ###  ###    ## # # #    #     #   #### ###  # ##  # # ##   ###  #      ##  ###   ##  #  # #  # #  ###   ## #   # ### #  ###  ##    # ##  #   G    ##  # ## ## #   # #    ### #        ## #     ##     #    ###   ## ## #   #     #  ##   ####    #  # #   #     ## ####        #     #  ##  #   ###   #   ###       #  ###     #     ###  ##   #     #    #  # #  #     #   ## #   #  #  # ####  #     #  ##     #  ##       # #####    #    # #  #  #    #         ##   #     #    ##       #   #     ##       , # ## ##      # ###  #  ### ##### ## #     # # #   ##  #### ###    #oooo#  # ###   ## ##   # # #  o##o        # ###     ### #  #o# oo ##   ##     #   ##  ####o# #ooooo #  ooo #   #  # oS##oo# #  #oooooo#ooo   ####oo#  #ooo## ## #   ###o#  #   o#    ##o#  # #  ##  #o# #  ##ooo  ## o ##   # ## # o#   #  ##o   #oo#    # ##   #o  # #  # oooooo#        #   oo #    #  ## # # ##   #      o##  ##  #  #       ###  ###ooo ## # # #    #     #   ####o###  # ##  # # ##   ###  #  oo  ##  ###   ##  #  # #  # # o###   ## #   # ### #  ###  ##o   # ##  #   Gooo ##  # ## ##o#   # #    ### #ooo     ## # o   ##     #    ###oo ## ## # o #     #  ##   ####o   #  # #oo #     ## ####ooooo   #     #oo##  #   ###  o#   ###   ooo #o ###     #   o ###  ## oo#oooo #    #  # # o#     #  o## #   #  #  # ####oo#     # o##     #  ##       #o##### ooo#    # #  #  #    # oooooooo##   #     #    ##       #   #     ##       ,117
,  #       # #    #  ## ###        # #   #   ##  #    #     #  # #          ##    ## #   ###  # ####        #  #                #  #   ####      ## ###    ###      # #      #     #   # # ##        # # #   #   #    # # #####     ## ### #     #          # # ###   #          # #  #    #  # #   #  #       #   ### ## # #         #   #  #  #     ## #    # ###      ##  ##  # # # #  #   #  #  #    ## #   #  ##    #        #     #      # #     #     # #  ##  ####   # ## ###   ##   #   #   ###   # ## ##  #      # #             # ###  ##  #  #   #   #   #  #    ##   # #     # #  #  #  #  ##  # ##   #      ## #   #  ## #  #     #     #      #      #       #    ##  #  #  #     ##           #    ##    ##     ### # #   ##    # #       #     ##    ## # # ###  #  #   # # #     ##  #  # #  #   ##   #G ##    #    #          ##### ##       # #  #   ## ##  # #         #      #  # ##  #   #  #     # # #  #S   ,  #ooo    # #oooo#  ## ###     ooo#o#   #  o##oo#    #     # o# #ooooooooo ##oo  ## #   ###o # ####        #o #          o     #  #   ####o     ## ### o  ###      # #  oo  #     #  o# # ##        # #o#   #   #  o # # #####     ##o### #     #oooooooo  # # ### o #          # #  #oo  #  # # o #  #       #   ###o## # #   oo    #   #  #  # ooo ## #    #o###      ##  ## o# # # #  #  o#  #  #    ## # o #  ##    # o      #     #   o  # #     # o   # #  ##  ####o  # ## ###  o##   #   #   ###o  # ## ##  #ooooo # #        ooo  # ###  ##  #o #   #   #   #o #    ##   # #oo   # #  #  # o#  ##  # ##   #o     ## #   #o ## #  #     # oooo#      #  o   #       #    ##o #  #  #  o  ##           #  o ##    ## oo  ### # #   ##oooo# #       #oooo ##    ## #o# ###  #  #   # #o#     ##  #oo# #  #   ##   #Go##    #    #oo        ##### ##       # #  #o  ## ##  # #         #      #o # ##  #   #  #     # # #  #So  ,110
,##     ##     # #    ##   # #   # ##   #  #   ##    # # ##      #         #  #   # #     #  #     ###        #####   ##     # ## # ##       # ###    #    #    # #    #  ###      #   ### # # ###  ##     #          # #  #    #   ##    #  #   #     # ## # #    #   #  #  #  # ## ## # #  ###  #    ####     #      # #  #    ###  #            # #     ## # ##   ### #   ## #       #    #   # ### ## #      #     ##  #      ##   #    #     # # #   #  # # #   # #  # # #  ## ###      # #       #  # ####   #      #   ##      ## #  #    # #   ###S    ##        # # #  ## #  #      ## # ##     ## ##    # ##   ## ##    # #   # #  ### #    ## ## # ##      #  #    ##       ## ##   #   # #### #  ##      ####  ##  #   ##G # #  ##  #   #        # # #  #  # ## #  # #    #      # # ##  #  # ##    #    ## ###       # # #  #   #   # # ## ##    ####   ##  ###   #   ##     #     ##     #  ##  ### #  #   #  #   ##   ,##     ##     # #    ##   # #   # ##   #  #   ##    # # ##      #  ooooo  #  #   # #     #  #ooooo###ooo     #####   ##    o# ## # ##o      # ###    # ooo#    # # o  #  ###      #  o### # # ###oo##     #        o # #  #    #o  ##    #  #   #oo   # ## # #oooo#   #  #  #  #o## ## # #  ###o #    ####    o#      # #  # oo ###  #      ooooo # #     ##o# ##   ### #   ##o#       #  o #   # ### ## #  o   #     ##o #      ##   #   o#     # # #ooo#  # # #   # #oo# # #  ## ###o     # #      o#  # ####   # oo   #   ##    o ## #  #    # #o  ###S    ## ooooo  # # #  ##o#  # o    ## # ##oo   ## ##ooo # ##o  ## ##    #o#   # # o### #  o ## ## # ## oo   #  #oooo##  o    ## ##   #ooo# #### #oo## o    ####  ##  #ooo##G # #o ##oo#   #        # #o#oo#  #o## #oo# #    #      #o#o##  #oo# ##o   #    ## ### ooo   # #o#  #o  #   # # ## ##    #### oo## o###   #   ##     #     ##ooooo#  ##  ### #  #   #  #   ##   ,118
,#       #   ## ## ##     #     #      ##             ### #  #      #  ##  #  # #   #  ##        # # # #      ## #     #  ##      #  #  #   ###   #        #            #      # # #   #  # #  # #  # #      #           ### ###            #    #  #     #   # ## # ##    ##   ###         ##### # ### ####   #  # # ##     # #  #  #  #     #    #      #           #     #    # #  #  # # # #              #       #    ##    #     ##  #    #    # #    #    ## ##         # # #     # ##  ####### # #  #   #   #      # # #   ## # #    # #  #      ##      #  ###  ##   # ###  #   ##     #   # # ##       # ##   #     ##    # ## ### #   # # # # #   # ## #         ## # # #         # #    ## ## # #  # #    ##    ### #### #####  #    #       #   # #  ##   ## ##  # #  #   #    ## ##     ##    #    ### #   ## ## # ## #   #   ##  #      S#    # #    G        ##  #   #   ##    #     #    #              #  ##   #  #,#       #   ## ## ##     #     #      ##             ### #  #      #  ##  #  # #   #  ##        # # # #      ## # ooo #  ##ooo   #  #  #ooo### oo#oo     o#oooooooooooo#oooooo# #o#   #o # #  # #  # #      #  o     oo ### ###            # oo #  #o    #   # ## # ##    ##oo ###o        ##### # ### ####o  # o# # ##     # #  #  #  # o   #o   #      #           # o   #o   # #  #  # # # #  ooooo    o  #       #    ##oooo#     ##o #    #    # #  oo#    ## ## oooooo  # # #    o# ##  ####### # #oo#   #   # o    # # #   ## # #o   # #  # ooooo##      #  ###o ##   # ###  #oo ##     #   #o# ##       # ##oo #     ##oooo# ## ### #   # #o# # #   #o## #         ## # #o#        o# #    ## ## # #  #o#    ##  o ### #### #####  # o  #      o#   # #  ##   ## ##o # #  #  o#    ## ##     ## oo #    ###o#   ## ## # ## #  o#   ##  # oooooS#    # #    Go       ##  #   #   ##    #     #    #              #  ##   #  #,110
,#         #### #  #   # #    #   ## #     ###       ##  #  ##    #  #  ###     ## # ### # ####      #   # ### #  ##   #    # #  # # #  # #  #   #   ##   #   ## # # # # # #  ## ##   #   ##   #   ## # #     #  ##   # ####   ##   # ####   ###     ##  # #      # ##  #    # ##   # #    #   ##  #S    #   #  ## ##  ##   #   #    # # ### ## #  # ####G## #   #   #  #    #   ##     # # ## # #  # # ## # #   ##        #   # #  #    ##       #  # ##  ##       ##  ######      ####   ## ## #   # # #  #  ###   #    ##   ###  ## #   ##    #  ####      #    #####  # #  ##    #  ### ##  ## # # ##    # #  #    ##  #  ## # ##  #   ###    ##   #     #### ###  # ###  # ### #  ##  ### #  #    #  # ## ## ##   # #    #   #  ## ### #  ##  #  #   # ##   ### # #   #     # ##  # ##  #  #    ####   #    # # #      ### ##     ### # #   #   #  #  ### #   #     #     ## #      # #    #  #   #  #     # ###   ### ##       ,#         #### #  #   # #    #   ## #     ###       ##  #  ##    #  #  ###     ## # ### # ####   ooo#   # ### #  ##   #    # #oo#o# #  # #  #   #   ##   #ooo##o# # # # # #  ## ##   #ooo##  o#   ## # #     #  ##  o# ####ooo##   # ####   ###   o ##  # #ooo   # ##  #    # ##o  # #    #o  ##  #S    #   #oo## ##  ## oo#   # ooo# # ###o## #  # ####G## #   #ooo#  # ooo#   ##     # # ## # #o # # ##o# #   ##        #   #o#  #   o##       #  # ##  ## ooooo ##o ######      ####   ## ##o#  o# # #  #  ###ooo#    ##  o###o ## #   ##   o#oo#### oooo # o  #####  # # o##oo  # o### ##o ## # # ##   o# #o #ooo ##  #o ## # ##  #  o###oooo##   #ooo  #### ###  #o###  # ### # o##  ### #  #oooo#  # ## ## ##o  # #    #  o#  ## ### #  ## o#  #   # ##oo ### # #   #    o# ##  # ## o#  #    ####   # o  # # #ooooo ### ##     ### #o#   # oo#  #  ### #   #     #oooo ##o#      # #    #  #   #  #ooooo# ###   ### ##       ,116
, ##  ###     #  #      # #    # # ## #  G  ##   ##  ## ### ##       # #  #  #  # # ## #  ##  ##  #   ### ##   # ##     #      #  ## S ##  #  # # ## ##    #   #  #    ##   ####  #     # #   ##   # #  #   # #     ##   # ## # ###    #######  #    # # #  #  #   ##      #  ### ## ###  #   ##  #### #     ## #  ## ##    ####   #  #  # #     #   # #  # #### # ###     ##  ###  #     # # ## ##   ##    # #   ## # ## # #  ## # #   #  #  #  #   #  #    ## # # #  #  #  # #  ##    #  ## # ###     #  ##      #    ####     # ## ## #  # #       ##    ##    # #  ## ##  #   # # # #   # ##       ######    # #     ###   #  ## # # ### #  ### #  #### ###    # # ## # ####    ##  # ###   #   ## #     #    #  # #      #   #   #      #  ##     # #   ## ###  #  # #   # #     # #        #    ###  #  ###  # ##    # ##   #  # ###        ####  #   #    ### # #    #  # ##          ##      #    #  ### ##   ### ##    ### #, ##  ###     #  #      # #    # # ## # oG  ##   ##  ## ### ##       #o#  #  #  # # ## #  ##  ##  #oo ### ##   # ##     #   ooo#oo## S ##  #  # # ## ##  oo#ooo#  #o   ##   ####  #  ooo# #   ## o # #  #   # #    o##   # ## #o###    #######  #ooo # # #  #o #   ##   ooo#  ###o## ###  #o  ##  ####o#oo   ##o#  ## ## oo ####   #o #oo# # ooo #   # #o # #### #o###o    ##o ###  # o   # # ##o## oo##   o# #   ##o# ## # # o## #o#   #oo#  #  #o  #  #oooo## #o# #  #o #  # #o ##oooo#  ## #o###   oo#  ## ooooo#    #### o   # ##o## #  # #       ##   o##    #o#  ## ##  #   # # # #o  # ## oo    ######    # #   o ###   #oo## # # ### #  ### #o #### ###o   # # ## # ####   o##  # ###o  #   ## #     #oooo#  # #   oo #   #   #  oooo#  ##     # #oo ## ###  # o# #   # #     # #o       # ooo###  #  ###  # ##oo  # ##  o#  # ###        ####o #   # oo ### # #    #  # ## ooooooooo##      #    #  ### ##   ### ##    ### #,124
, ##   ##  # ### # ###    ##  #   #  # ######    # #  #  ###   ##  # # #  #   # #  ##   #   ##   # #    #   #  #   # #     #   # ##  #  #       # #    #           ## # ## # # # # # #    # ##      ##  ##    #     #  ## ## #  # # ###   ###### #  ####    #  #  ##   # #### ##   ###   #### ##  ##   # ##  ####   #    ##   # # #      ##  # # ## #   # #     # #     # #  #   #   #         # #  # #   #    ## # #    ##  #  # #  # ## # #      #    ##  ## #  #    #   ## #  #  ##  # #     # #      # #   #  #    #  # ###  ##       ##   ## ## # #   #  ## ####   # #   # # #  # # #  S #    ##  #  ##### #### #       # #  #      #  # #          ##      ##      # # ######     #     #  ####  # ##   # ## #  #     # # # ####  # # #    #   #   #     G        #    ##  ####  #   #  #  # #  #  # #### ##  ## ###  ## # #   # #  #     ##   ## #  #  # ####    #   # ##  # #   ##  ## ## # # #   ##   ##   # #    # #       , ##   ##  # ### # ###    ##  #   #  # ######    # #  #  ###   ##  # # #  #   # #  ##   #   ##   # #    #ooo#  #   # #     #   # ##  # o#oooooo # #    #           ##o# ## #o# # # # #    # ##oooooo##  ##o   #     #  ## ##o#  # # ### o ###### #  ####  o #  #  ##  o# #### ##   ###  o#### ##  ##oo # ##  ####   # oo ##   # # #ooo   ##  # # ## #o  # #     # #ooooo# #  #   # o #         # #  #o#   #    ##o# #    ##  #  # #o # ## # #  ooo #    ##  ## # o#ooo #   ## #o #  ##  # #  ooo#o#ooo   # # oo#  #    #  #o###o ##ooooo  ##oo ## ## # # oo# o## ####ooo# #o  # # #  # #o# oS #    ##o # o##### #### #o      # #  #ooooo #  # #     oo   ##      ##      # # ######oo   #     #  ####  # ##ooo# ##o#  #     # # # ####  #o#o# ooo#   #   #     Goooooooo#oooo##  ####  #   #  #  # #  #  # #### ##  ## ###  ## # #   # #  #     ##   ## #  #  # ####    #   # ##  # #   ##  ## ## # # #   ##   ##   # #    # #       ,111
, ###     #   #   #   #  ### #  ##    ####  ##  ### #   #     #     # ##    ## #S  ####    #   # ##    # #    #     # # #   #     ## ## ## # #  ##   #      ##   #####     #  #    # #  # ##   ##   # #      #  G  #  #     #    #  #    # # ## #     #     #### #   # ## ###  # ##    ## ###  #  ##### #     ##   #             ### #         #####    ##     ##   ###  ## #   #    ##    #   #  ## #   # #   # #  # #### ##   #            ##  # ####   #   #  #   # ##  #       #  ###    ##       #   #    #   ##  # ## #  # #   #  # ##### #######  #  ##  # #     #  # #  #   ### #  ##   ####   # #   #  #  #    ##  # #      ##   # #  #  #  ##    ####   ## #   #   #          ###   ##            #   ## # # #####  #  # ##     #    ### # #       # #  #       ## #      ##     ##   # #          #  #     #   #####    # # #     ###  #  ##       #   # #  # #### #####  # # # # # #         ##       #  ### ##   #   ## , ###     #   #   #   #  ### #  ##    ####  ##  ### #   #     #     # ##    ## #So ####    #   # ##    # #    #oo   # # #   #     ## ## ## # #o ##   #      ##   #####     #o #    # #  # ##   ##   # #   o  #  Go #  #     #    #  # ooo# # ##o#     #     #### # oo# ## ###o # ##    ## ###  # o##### #  o  ##   #     ooooooo ### #   o     #####  oo##     ##   ###oo## #   #   o##    #   #  ## #o  # #   # #o # #### ##   #   o   oooo ## o# ####   #   #  #o  #o##o #  o    #  ###    ## o   o #oo #oo  #   ##  # ## #oo# #oo #o #o##### #######  # o##  #o# oooo#  # #  #   ### #o ##ooo####   # #   #  #  #  oo## o# #      ##   # #  #  # o##  o ####   ## #   #   #   oo   oo###   ##            #  o## #o# #####  #  # ##     #ooo ###o# #       # #  #      o## #  oooo## ooo ##   # # oooo     #  #ooooo#ooo#####oooo# # #     ###  #  ##ooooooo#   # #  # #### #####  # # # # # #         ##       #  ### ##   #   ## ,111
,   #     ###   #  #   #    ## # # #### ##    #  ##  ###    ###   # #  # # #### # ####     # # #      #   #  #       ## ##   #  ### # #  ####   # #  #           #   #    ##  #######  #  #    #      # #   # # ##  ##  ### #    #   # #    #      #####     # ##   #### #   ##   ##  ##     #    # #  # ### #    ##     #      # # # #    # # ##     #       ## #   # ####   ## ####  ## # # # # ## ## ##G#  #   ##    #    #  ####   ###    ## ####  ## #        ##  #   ## #     #  # #  ##  ##### # #     # #  #     # #     ##   #  #  ## #  ##    # #     #    # #  ##    #     #    # #   ##   #########  ##  ###   #       ## #####      # #     #    #  #    #     #### #   #   ##   ##  ##    # #   ## #  # # #  #  # #     # ###  #    # #   #####  #  ##  # ## # ####   # # #   ####    #  ##  ##    #     ###  #   ### ##   ###     #        # # # #  ## ######   ###          # # ###  S       ## #      ##  #   # ### ,   #     ###   #  #   #    ## # # #### ##    #  ##  ###    ###   # #  # # #### # ####     # # #      #   #  #       ## ##   #  ### # #  ####   # #  #  oooooo   #   #    ##  #######oo#  #ooo #      # #   # # ## o##  ###o#    #   # #    #    o ##### oo  # ##   #### #   ##oo ##  ##ooooo#    # #  # ### #ooo ##     #o     # # # #    # #o##     # o     ## #   # #### o ## #### o## # # # # ## ## ##G#  #   ##oooo#    #  ####   ###    ## ####o ## #  oooo  ##  #   ## #ooooo#  # #oo##o ##### # # oooo# #  #    o# #oo   ##   # o#  ## #  ##  o # #o    #    #o#  ##    # ooo #  oo# #   ## o ######### o##  ###o  #      o## #####  oo  # #  o  #    #oo#    #    o#### #  o#   ## oo##  ##    #o#   ## #o # # #oo#  # #     #o###  #ooo # #  o#####  #  ## o# ## #o####   #o# #   #### ooo#  ## o##    # oo  ###  #  o### ## oo###     #ooo     # #o# #  ##o######   ###oooooooooo# # ###ooS       ## #      ##  #   # ### ,117
,## #  #         # # # ##  ### #  ##   #      # # ## ##       # ##  ###   ####  ## ##   #G ##       # ##   #    ## #      #    #   ###  ##   # #  ## #    ##  #  ###  # # #    #    ##  # # ##  #  ### #  # #  ###  # ## # #    ### # ###    #  #      ## # ##### #  ##    ##  #  # # #     #   S#     #   #      ####   #     ## ########      ###     ###   #   # ##  #### # ##  ## ##   #  #  #       #   ##   #      #  # #  #     #  ###  # #### # # ##    #####   ## ### #    #    #   #  ####  # #     #  #      #   ##   #   ##     ## # ## ##       #     #  # #   #  #  # #  ## # #   #  ## #### #  #  #     # # # #  #   #      ##   # #  ###       #   ##    ## #  #    ####       #   #  # #  # ##   ## ## #### #  #          ##  ##  #  ##  #  #   # ###       ##  # # ##### #####   #         #  #   #    ## #   ##          ###      #    ##  #####    # ###  #   #  ##   #   ###    # #    #     ##  #   #   ### #  ,## #  #         # # # ##  ### #  ##   #      # # ## ##       # ##  ###   ####  ## ##   #G ##   ooo # ##   #    ## #  oo  #oooo#oo ###  ##   # #  ##o#   o##  #oo###  # # #    #ooo ## o# # ##o #  ### #  # # o###  #o## # #oo  ### # ###   o#  #  o   ## #o##### #  ## ooo##  # o# # #  o  #   S# oooo#   #   o  #### o #    o##o########   oo ###  ooo### o #o  # ##  ####o# ##  ##o##  o# o#  #       #o  ##   #oooooo# o# #  #     #o ###  # #### # #o##    ##### o ## ### #    #  o #   #  ####o # #     #  #   o  #   ##   #o  ##     ## # ##o##       #  o  #  # #   #  # o# #  ## # # o #  ## #### #  #o #     # # #o#  #   #      ##o  # #  ###  o    #ooo##    ##o#  #    ####ooooooo#o  #  # #o # ##   ## ## #### #o #   oooo   ##  ##  #  ##  # o#   #o###       ##  # # #####o#####o  #         #  #   #   o## # o ##          ###      #oooo##oo#####    # ###  #   #  ##ooo#o  ###    # #    #     ##  #ooo#   ### #  ,113
,#    # #   # #    ## #   ###   #         ### #G# # ##     #   ##      #     #### ##    ##      ##   #  ###   ##    #  # #           #  # #         ## #     #     #        #   #  ##  #        # ##      ###   # ##    ##   #    # #  ###  #  ##      ###  # # # # ##     # #      #     #  #      #  ### S           #  #  ##     ### ###  ##     # ####   ##  #  #  # ###  # #   #  #   ############ #     # ##  #     ####  ###  # ## ##    #   ##        ###  ##     # ### #  ##  #### ##   #  ##    # #   # ## ## #   #### # ##    #     #  #  # #    #  #   ## #  ##### #  #      #     # # # # # #   #  # ##    #    #   ####       #        #   ###   ## ###  #      #  # #  ###  #         #      ## ###   ##     # ##  # #  # #  ###   ## ##  #    ## #  # ### ##         # #  #      # #      ###  #  #  ## ##    #    # ### #     #  ## ##  ##  ## #             #  #   #    ##    #   # ##    ###  # ##   ##         # ,#    # #   # #ooo ## #   ###   #         ###o#G# # ##     #   ##      # ooo #### ##    ##      ##   #oo###   ##    #  # #          o#  # #         ## #     #   oo#        #   #  ##  #      oo# ##      ###ooo# ##    ##  o#    # #  ### o#oo##      ###o # # # # ##  oo #o#      #   o #  #oooo  #oo###oS         oo#  # o##ooooo### ###  ##  ooo# ####o  ##  #  #  # ###  #o#   #  #o  ############ #  ooo# ##  # ooo ####  ###  # ##o##    #   ##oooooooo###  ##ooo  # ### #  ##  ####o##   #oo##    # #   # ## ## #oo ####o# ##    #     #  #  # #o   # o#ooo## #  ##### #  #   o  #  ooo#o# # # # #   #  # ##o   #    #o  ####   ooo #  oooo  #   ###ooo## ### o#oooooo#  # #  ###  #ooooooooo#      ## ###   ##     # ##  # #  # #  ###   ## ##  #    ## #  # ### ##         # #  #      # #      ###  #  #  ## ##    #    # ### #     #  ## ##  ##  ## #             #  #   #    ##    #   # ##    ###  # ##   ##         # ,111
,     # ##S####         # #  # #    ##    # # #       ###  #   #       # #  ## #    #        ###  #  # ##   #    #  ## #   #   # ## # #     ##   ####  #   #  #      # #  ## # #    #     #      ## ## #   # #  #   ##            #    # ### #   #     #       ####  ##        #     #   ###    # # ## # #   #         # # # #  #      # ## #### # # #         ##        # ## # # ###        ## #  # # ## #   G # ##    ## ### #     ### #  # #   #  #  # ## ## #     #  #  #  # # #  #      ##      ##    #   ### # ## #  ###  #   #      ##  ###  # #   ##     #    #    # #        #     # #   ### #  #   # ##  ##    #       #  # ### #          #     # # #   #           ##   ## ### #  # #   #   #        # #  #      ##      #    # #   ##  ##  #     #    #    ###   #     #  #         #   ### ####  # # # #              # #      #   #         #           #  # ## #        #    #     ##  ###         #   ##  #   # #   ,     # ##S####         # #  # #    ##  o # # #       ###  #   #   oooo# #  ## #    #oooooo  ###oo#  # ##   #    #oo## #o  #  o# ## # #     ##ooo####oo#   #oo#      # #  ##o# #   o#     #o     ## ## #ooo# #  #o  ##   oo       #   o# ### # o #     #ooooooo####oo##      o #     #   ###o   #o# ## # #oo #         # #o# # o#      #o## #### # # #  oooooo ##     o  # ## # # ###        ## #  #o# ## #   Go# ##    ## ### #  oo ### #  #o#   #  #  # ## ## #o    #  # o#  # # #  #      ##oo    ##  o #   ### # ## #  ###o #   #  o   ##  ###  # #   ##o    # ooo#    # #        #   o # #  o### #  #   # ##  ## ooo#     oo#  # ### #     ooooo#     # #o#   #     oooooo##   ## ### #o # #   # oo#        # #  #   oo ##oooooo#    # #   ##  ##  #ooooo#    #    ###   #     #  #         #   ### ####  # # # #              # #      #   #         #           #  # ## #        #    #     ##  ###         #   ##  #   # #   ,112
,   ## #  #        #   # # #      ##### ##  ### #  ###### ##  #  # ##  ##   ####  #  #  ## ## ###  ##     #      ## # # ### ## #        ### ##    ### ###  #  ### ## # ##      ###  #  ######   #   # # ##   #   ## ##    # ##  ##   # ###   ##  #  # # # ##    ###         #  #    #    ## ###  ##     #         ##     ###  ##  # #  ##   ## # # ## #  #       #  # #       #   # #    # ####  #    #  # #  # # ###    ##    #  #    ##  # #   # #    ##  #  #    # ##          #  # #    #       # #  #  ## #S# #     ### # # # ###      ##   ##  ##          #    ##  #   ## ## ###   #     #  ## G  # ##   # ##    #  # # ##  #    # ## ## ##  ##   #    #   #### ###       #  ###     # #####       # #   ## # ##  #     #  ###     #  #       # #       #  #   #   # #  #   #  # #     ## # ##   #  ##  #    #  # #   ###   ##  # #   ###    # #  #   ### # # #     # #   #### ### #  # # # ## #    #  # #  ## # #   #   #  ##,   ## #  #        #   # # #      ##### ##  ### #  ###### ##  #  # ##  ##   ####  #  #  ## ## ###  ##     #      ## # # ### ## #        ### ##    ### ###  #  ### ## # ##      ###  #  ######   #   # # ##   #   ## ## ooo# ##  ##   # ###   ##  #  #o#o# ##    ###      ooo#  #   o#oo  ## ###  ##ooooo#ooo    oo##oooo ###  ## o# #  ##o  ##o# # ##o#  #  oooo #  # #o  ooo #   #o#    #o####  #   o# o# #  # #o###   o##    #  #o oo##  # # o # #  o ##  #  # o o# ##     o    # o# #    # oo oo # #  # o## #S#o#     ###o# #o# ###   oo ##ooo##  ##   o   o  #    ##o #   ## ## ### o # ooo #  ## G  # ##   # ## oo #  #o# ##  #    # ## ## ##oo##   #o   #   #### ### oooooo#  ### oo  # #####ooooooo# #   ## # ##oo#     #oo###     #  #       #o# oooooo#  #   #   # #  #   #o #o#     ## # ##   #  ##  #  o #o # #   ###   ##  # #   ###oooo# #  #   ### # # #     # #   #### ### #  # # # ## #    #  # #  ## # #   #   #  ##,114
