instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
100x20_84.npz,9829,7643,9826,8084,7919,7830,7448
100x20_85.npz,10181,7340,10182,8454,7909,8081,7627
100x20_86.npz,9443,7408,9375,8137,7917,8111,7710
100x20_87.npz,9960,7411,9961,8205,8048,8382,7366
100x20_88.npz,9796,7625,10438,8336,8112,8176,7747
100x20_89.npz,9242,6999,9207,8014,7846,8129,7437
100x20_9.npz,10015,7127,9612,7815,7503,7659,7284
100x20_90.npz,10712,7310,10896,8821,8456,8618,8137
100x20_91.npz,9787,7271,9793,8447,7865,8021,7564
100x20_92.npz,10345,7943,10519,7835,8309,8013,8183
100x20_93.npz,9951,7402,10300,8098,8191,8323,7867
100x20_94.npz,9516,7397,9504,8777,8600,8998,7981
100x20_95.npz,10560,7513,10530,8490,7920,8298,7740
100x20_96.npz,10665,7319,10456,8333,8133,8178,7821
100x20_97.npz,10042,7464,10043,7860,7734,8224,7806
100x20_98.npz,9922,7642,10206,7788,7567,7741,7261
100x20_99.npz,9663,7768,9653,8126,7640,7833,7400
