instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
100x20_5.npz,5990,6043,6122,5725,5896,5780,5864
100x20_50.npz,6111,6158,6170,5928,5889,6169,5957
100x20_51.npz,5743,5743,5757,5800,5733,5733,5912
100x20_52.npz,5995,6002,6038,6050,5908,6117,5955
100x20_53.npz,6045,5880,6140,5583,5567,5694,5741
100x20_54.npz,5813,5813,5831,5716,5580,5599,5855
100x20_55.npz,6225,6271,6301,5732,5725,5767,5953
100x20_56.npz,6260,6240,6274,5682,5775,5865,6073
100x20_57.npz,6280,6265,6286,5790,5859,5829,5914
100x20_58.npz,5834,5834,5918,5704,5586,5609,5717
100x20_59.npz,5855,5867,5896,5808,5951,5919,6373
100x20_6.npz,5929,5918,5947,5611,5611,5619,5707
100x20_60.npz,6034,6078,6095,6080,5999,5992,6074
100x20_61.npz,5861,5861,5898,5769,5745,5786,6047
100x20_62.npz,5918,5986,6053,5708,5702,5760,5647
100x20_63.npz,6256,6256,6339,5814,5840,5751,5881
100x20_64.npz,6115,6223,6517,5855,5887,5852,6132
100x20_65.npz,6280,6273,6315,5931,6014,5911,5948
100x20_66.npz,6073,6105,6244,5661,5543,5633,5681
100x20_67.npz,6056,6173,6211,5813,5794,5801,5855
100x20_68.npz,6576,6576,6678,5878,5827,5827,5909
100x20_69.npz,6272,6272,6315,6002,5840,5837,5968
100x20_7.npz,6151,5954,6202,5872,5683,5703,5778
100x20_70.npz,5900,5896,5966,5675,5531,5532,5640
100x20_71.npz,5668,5780,5806,5830,5914,5889,5931
100x20_72.npz,6175,6175,6189,5677,5796,5777,5899
100x20_73.npz,6290,6269,6346,5667,5867,5764,5849
100x20_74.npz,5952,5952,5999,5806,5818,5859,5742
100x20_75.npz,6117,6141,6221,5617,5633,5759,5850
100x20_76.npz,6397,6429,6563,5713,5671,5745,5882
100x20_77.npz,6002,5909,6321,5809,5908,5872,6080
100x20_78.npz,6537,6511,6556,5865,5865,5883,5916
100x20_79.npz,6081,6019,6086,5853,5674,5615,5732
100x20_8.npz,6015,6015,6063,5627,5773,5721,6069
100x20_80.npz,6306,6521,6562,5938,6024,5996,6030
100x20_81.npz,6090,6090,6231,5862,6049,5908,6109
100x20_82.npz,6256,6267,6356,5678,5646,5558,5555
100x20_83.npz,6336,6346,6368,5663,5807,5868,5893
100x20_84.npz,6433,6433,6461,5742,5891,5849,5860
100x20_85.npz,6112,6112,6171,5692,5773,5877,5742
100x20_86.npz,6197,6197,6233,5930,5795,5978,6069
100x20_87.npz,6131,6139,6178,5625,5781,5826,5794
100x20_88.npz,6109,6109,6112,6200,6159,6062,6109
100x20_89.npz,6038,6038,6284,5759,5850,5811,5885
100x20_9.npz,5935,5935,6080,5688,5844,5726,5887
100x20_90.npz,6059,6059,6205,5925,5811,6020,6048
100x20_91.npz,5767,5941,6095,5831,5881,5867,5889
100x20_92.npz,6500,6500,6526,5833,5706,5774,5925
100x20_93.npz,6203,6174,6548,6031,5944,5962,6051
100x20_94.npz,6007,5984,6040,5872,5922,5776,5808
100x20_95.npz,6322,6244,6409,5934,5648,5601,5809
100x20_96.npz,6048,6064,6178,5951,5884,5945,5800
100x20_97.npz,6119,6119,6140,5741,5860,5787,6038
100x20_98.npz,5950,5932,5971,6071,5880,5872,6092
100x20_99.npz,6396,6542,6579,5729,5663,5723,5959
