instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
20x15_61.npz,2521,1820,2901,2473,2553,2492,2201
20x15_62.npz,2498,1725,2657,2270,2438,2576,2282
20x15_63.npz,2408,1779,2523,2368,2198,2204,2081
20x15_64.npz,2214,1794,2405,2487,2289,2415,2058
20x15_65.npz,2305,1796,2638,2538,2283,2470,2384
20x15_66.npz,2499,1925,3007,2504,2360,2463,2372
20x15_67.npz,2194,1726,2587,2283,2198,2186,2157
20x15_68.npz,2429,1768,2968,2596,2397,2422,2320
20x15_69.npz,2566,1881,2752,2721,2526,2490,2444
20x15_7.npz,2387,1732,2673,2401,2422,2385,2171
20x15_70.npz,2251,1730,2751,2438,2270,2390,2156
20x15_71.npz,2400,1677,2760,2329,2296,2448,2290
20x15_72.npz,2067,1650,2388,2196,2079,2212,1971
20x15_73.npz,2091,1600,2255,2074,2050,2122,2148
20x15_74.npz,2552,1774,2753,2573,2321,2427,2238
20x15_75.npz,2173,1572,2829,2174,2052,2276,2032
20x15_76.npz,2313,1618,2520,2264,2224,2210,2026
20x15_77.npz,2405,1769,2522,2307,2462,2322,2271
20x15_78.npz,2362,1708,2527,2145,1993,2245,2077
20x15_79.npz,2212,1697,2926,2343,2410,2362,2278
20x15_8.npz,2220,1861,2629,2222,2353,2254,2179
20x15_80.npz,2453,1781,2758,2467,2154,2305,2169
20x15_81.npz,2153,1700,2481,2293,2268,2215,2159
20x15_82.npz,2297,1760,2849,2351,2508,2408,2286
20x15_83.npz,2490,1919,2591,2341,2707,2790,2392
20x15_84.npz,2386,1837,2536,2445,2511,2534,2442
20x15_85.npz,2580,1887,2550,2612,2524,2355,2285
20x15_86.npz,2039,1634,2154,2058,2192,2200,2060
20x15_87.npz,2497,1796,2684,2438,2474,2300,2255
20x15_88.npz,2179,1720,2625,2260,2224,2202,2135
20x15_89.npz,2431,1799,2541,2513,2383,2342,2181
20x15_9.npz,2315,1799,2823,2275,2423,2154,2199
20x15_90.npz,2529,1731,3084,2374,2379,2483,2018
20x15_91.npz,2239,1765,2551,2310,2173,2457,2231
20x15_92.npz,2250,1658,2762,2161,2348,2338,2047
20x15_93.npz,2207,1780,2628,2513,2410,2472,2372
20x15_94.npz,2425,1837,2810,2689,2642,2540,2261
20x15_95.npz,2219,1815,2640,2453,2129,2277,2018
20x15_96.npz,2059,1574,2248,2122,1978,2168,2010
20x15_97.npz,2418,1652,2695,2467,2456,2566,2118
20x15_98.npz,2394,1674,2747,2138,2073,2125,1981
20x15_99.npz,2236,1600,2541,2228,2259,2438,1919
