instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x15_46.npz,2131,2098,2456,2063,2070,2014,2014
30x15_47.npz,2033,2020,2336,2215,2090,2172,1959
30x15_48.npz,1853,1814,2067,2022,1950,2021,1903
30x15_49.npz,1919,1926,2202,2035,1954,1982,1956
30x15_5.npz,1998,1985,2138,2077,2044,2098,2022
30x15_50.npz,1784,1784,1973,1893,1951,1927,1823
30x15_51.npz,2057,2143,2452,2006,2032,2055,2041
30x15_52.npz,1773,1793,1901,2139,2036,2047,1957
30x15_53.npz,1922,2000,2298,2093,2077,2086,2065
30x15_54.npz,1959,1956,2187,2017,2029,2033,1972
30x15_55.npz,2196,2194,2408,2508,2496,2471,2424
30x15_56.npz,1918,1927,2060,2145,2025,2199,2129
30x15_57.npz,2133,2049,2393,2201,2189,2207,2188
30x15_58.npz,2082,2082,2446,2172,2240,2217,2294
30x15_59.npz,1967,2018,2328,2017,2032,2068,2020
30x15_6.npz,2112,2104,2624,2308,2205,2210,2239
30x15_60.npz,2118,2132,2521,2194,2219,2112,2109
30x15_61.npz,1953,1954,2238,1998,2003,2041,2054
30x15_62.npz,1889,1908,2130,2098,2013,2022,1987
30x15_63.npz,1952,1965,2149,2187,2131,2141,2090
30x15_64.npz,2055,2038,2427,2204,2111,2147,2198
30x15_65.npz,1899,1873,2425,1903,1947,1941,1963
30x15_66.npz,2022,1938,2473,2095,1918,1956,1979
30x15_67.npz,1923,1779,2117,2158,2124,2092,2120
30x15_68.npz,1956,2003,2209,2067,2252,2197,2043
30x15_69.npz,2017,1882,2388,2042,2135,2286,2111
30x15_7.npz,1798,1819,2049,1914,1880,1911,1784
30x15_70.npz,1855,1895,2105,2094,2045,2070,1984
30x15_71.npz,2122,2090,2426,2141,2297,2114,2093
30x15_72.npz,1896,1901,2148,1987,2137,2027,1927
30x15_73.npz,1869,1857,1991,2095,2069,2063,2092
30x15_74.npz,1922,1944,2142,2114,1993,2139,2001
30x15_75.npz,1956,1970,2119,2145,2064,2270,2127
30x15_76.npz,2007,1994,2485,1994,2029,2014,1980
30x15_77.npz,1936,1932,2263,2061,2109,2161,2082
30x15_78.npz,1959,1948,2139,2029,2030,2009,2011
30x15_79.npz,1891,1896,2219,2078,2079,2132,1896
30x15_8.npz,1988,1969,2117,2363,2157,2205,2133
30x15_80.npz,1843,1854,2057,2028,1955,1984,1890
30x15_81.npz,1980,2028,2238,2112,2094,2103,2035
30x15_82.npz,2052,2061,2339,2128,2147,2237,2178
30x15_83.npz,1992,2005,2267,2123,2152,2261,2039
30x15_84.npz,1920,1926,2147,2186,2132,2134,2090
30x15_85.npz,2007,1959,2220,2052,1997,2015,1993
30x15_86.npz,2000,1965,2204,2054,2040,1952,1945
30x15_87.npz,1966,1927,2288,2328,2192,2204,2146
30x15_88.npz,1826,1827,2211,1935,2020,2049,1892
30x15_89.npz,2041,2100,2477,2161,2141,2211,2134
30x15_9.npz,1920,1953,2271,2115,2068,2140,2029
30x15_90.npz,1879,1916,2243,1980,1991,1959,1965
30x15_91.npz,1916,1918,2084,2105,1986,1952,1900
30x15_92.npz,1909,1894,2305,2029,2051,1961,2215
30x15_93.npz,1825,1834,2114,1963,1978,1956,1908
30x15_94.npz,1898,1936,2144,1997,2045,1960,1922
30x15_95.npz,2039,2000,2432,2331,2275,2198,2127
30x15_96.npz,2049,2026,2161,2122,2080,2053,2115
30x15_97.npz,1973,1959,2163,2260,2128,2209,2048
30x15_98.npz,2093,2093,2510,2099,2088,2097,2088
30x15_99.npz,2079,2058,2410,2315,2193,2356,2229
