instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x10_54.npz,1713,1713,2070,1800,1762,1780,1721
30x10_55.npz,1664,1664,1940,1896,1780,1814,1740
30x10_56.npz,1635,1635,1989,1821,1668,1688,1635
30x10_57.npz,1764,1764,2126,1883,1868,1855,1865
30x10_58.npz,1627,1627,1894,1796,1814,1849,1720
30x10_59.npz,1705,1705,2245,1834,1880,1870,1909
30x10_6.npz,1625,1625,2040,1752,1730,1690,1650
30x10_60.npz,1851,1851,2067,2024,1952,2013,1904
30x10_61.npz,1691,1691,2064,1786,1844,1829,1752
30x10_62.npz,1648,1648,1868,1780,1888,1788,1769
30x10_63.npz,1744,1744,1996,1954,2071,2043,1906
30x10_64.npz,1650,1719,2048,1897,1935,1851,1946
30x10_65.npz,1734,1734,1995,1801,1778,1880,1760
30x10_66.npz,1679,1703,2010,1856,1812,1891,1824
30x10_67.npz,1651,1651,1993,1790,1813,1864,1686
30x10_68.npz,1732,1770,1983,1872,1831,1809,1765
30x10_69.npz,1814,1814,2123,1860,1836,1874,1827
30x10_7.npz,1658,1657,1777,1840,1790,1779,1751
30x10_70.npz,1738,1738,2094,2007,2012,1991,1864
30x10_71.npz,1723,1723,2241,1865,1842,1888,1782
30x10_72.npz,1764,1736,1994,1830,1843,1921,1819
30x10_73.npz,1991,1991,2472,1991,1991,1991,2039
30x10_74.npz,1697,1678,1902,1806,1809,1769,1807
30x10_75.npz,1777,1821,2196,1885,1936,1893,1803
30x10_76.npz,1789,1789,2037,2058,2003,2011,1924
30x10_77.npz,1701,1701,1969,1900,1902,1884,1840
30x10_78.npz,1813,1813,2074,1927,1824,1919,1872
30x10_79.npz,1673,1673,2102,2014,1909,1968,1810
30x10_8.npz,1757,1757,1812,1895,1818,1842,1801
30x10_80.npz,1748,1750,2010,1852,1977,1907,1757
30x10_81.npz,1649,1649,1844,1915,1793,1793,1755
30x10_82.npz,1730,1733,1982,1943,2059,1982,1864
30x10_83.npz,1778,1778,1938,2016,2059,1956,1853
30x10_84.npz,1730,1779,2098,1973,1909,2005,1881
30x10_85.npz,1709,1660,1994,1851,1755,1772,1691
30x10_86.npz,1799,1799,2150,1979,1943,2030,1872
30x10_87.npz,1880,1878,2019,1965,2083,1954,2051
30x10_88.npz,1771,1771,2057,1870,1880,1862,1823
30x10_89.npz,1728,1704,2052,1976,1751,1905,1780
30x10_9.npz,2031,2031,2197,2045,2031,2031,2031
30x10_90.npz,1614,1614,1948,1936,1852,1890,1797
30x10_91.npz,1703,1741,1956,1792,1847,1927,1802
30x10_92.npz,1801,1760,2272,1802,1847,1886,1763
30x10_93.npz,1625,1661,2045,1798,1764,1739,1721
30x10_94.npz,1798,1766,2022,1919,1839,1813,1884
30x10_95.npz,1675,1675,1907,1843,1932,1998,1806
30x10_96.npz,1885,1888,2055,1875,1944,1974,1984
30x10_97.npz,1653,1669,1897,1779,1755,1777,1679
30x10_98.npz,1744,1744,1837,1862,1961,1851,1755
30x10_99.npz,1756,1756,2127,1858,1806,1795,1759
