instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
20x20_37.npz,2500,1852,2620,2531,2577,2512,2471
20x20_38.npz,2591,2099,3040,2728,2748,2816,2815
20x20_39.npz,2643,2015,3152,2513,2626,2536,2608
20x20_4.npz,2805,2023,3074,2841,2672,2567,2607
20x20_40.npz,3137,2105,3121,2856,2882,2783,2944
20x20_41.npz,2845,2114,2802,2842,2728,2634,2532
20x20_42.npz,2505,1906,2885,2374,2581,2400,2840
20x20_43.npz,2947,2153,3203,2846,2627,2684,2641
20x20_44.npz,2834,1948,2976,2756,2679,2816,2315
20x20_45.npz,2737,2001,2673,2595,2609,2563,2521
20x20_46.npz,2780,2085,2780,2858,2596,2704,2805
20x20_47.npz,2560,2068,3218,2673,2886,2920,2502
20x20_48.npz,2600,2056,3077,2438,2641,2584,2458
20x20_49.npz,3168,2265,3316,2845,3067,2940,2989
20x20_5.npz,3008,2069,2850,2830,2749,3059,2655
20x20_50.npz,2674,2055,2815,2813,2629,2652,2622
20x20_51.npz,2644,1995,3084,2796,2573,2683,2645
20x20_52.npz,2705,2130,2764,2691,2742,2754,2689
20x20_53.npz,2679,1864,2855,2638,2549,2573,2608
20x20_54.npz,2604,1994,2873,2688,2616,2594,2609
20x20_55.npz,2787,2169,3150,3074,2560,2796,2572
20x20_56.npz,2703,2088,2940,2833,2479,2706,2560
20x20_57.npz,2773,1991,2971,2462,2597,2466,2918
20x20_58.npz,3001,2306,2973,2798,2797,2832,2763
20x20_59.npz,2555,1946,2555,2557,2618,2533,2504
20x20_6.npz,2732,1975,2922,2847,2595,2548,2579
20x20_60.npz,2834,1985,3248,2768,2676,2733,2496
20x20_61.npz,2682,2000,2854,2606,2722,2669,2742
20x20_62.npz,3215,2169,3310,3055,2874,2762,2550
20x20_63.npz,2840,2017,3010,2879,2609,2777,2572
20x20_64.npz,2766,2022,3217,2739,2650,3007,2645
20x20_65.npz,2826,2019,2888,2610,2671,2679,2731
20x20_66.npz,2485,1995,2833,2790,2518,2558,2740
20x20_67.npz,2670,1989,2914,2612,2725,2572,2350
20x20_68.npz,2954,2080,3587,2645,2760,2693,2691
20x20_69.npz,2772,1933,2921,2574,2750,2593,2609
20x20_7.npz,2981,2214,3136,3058,2930,2729,2706
20x20_70.npz,2896,2120,3333,3162,2974,3224,2855
20x20_71.npz,2926,1967,2865,2772,2476,2562,2741
20x20_72.npz,2786,2128,3012,3150,2812,2690,2627
20x20_73.npz,2629,2170,3139,2585,2478,2582,2519
20x20_74.npz,2526,2009,2567,2697,2536,2682,2514
20x20_75.npz,2733,2083,2864,2845,2787,2707,2908
20x20_76.npz,2677,2034,3291,2591,2734,2872,2719
20x20_77.npz,2569,1980,2895,2713,2805,2720,2407
20x20_78.npz,2868,2084,3194,2692,2802,2762,2710
20x20_79.npz,2646,1981,2922,2637,2521,2558,2580
20x20_8.npz,2798,2047,3069,2811,2727,2612,2484
20x20_80.npz,2899,2075,2773,2774,2676,2757,2926
20x20_81.npz,2461,1953,3186,2661,2834,2753,2723
20x20_82.npz,2916,2241,2904,2815,2844,3163,2608
20x20_83.npz,3018,2117,3134,2714,2939,3009,2556
20x20_84.npz,2670,2105,2852,2862,2911,3006,2897
20x20_85.npz,2624,2009,2655,2615,2541,2710,2568
20x20_86.npz,2975,2167,3148,2979,2934,2698,2640
20x20_87.npz,2841,2146,3147,2914,2674,2837,2708
20x20_88.npz,2923,2064,3074,2666,2832,2789,2433
20x20_89.npz,2663,2062,3072,2691,2657,2607,2922
20x20_9.npz,2809,2247,3360,2959,2900,2798,2635
20x20_90.npz,2621,1900,2566,2532,2551,2544,2477
20x20_91.npz,2690,1975,2841,2502,2915,3066,2784
20x20_92.npz,2583,1948,2699,2641,2492,2799,2453
20x20_93.npz,2563,2074,2738,2600,2734,2425,2374
20x20_94.npz,2882,2047,2767,2607,2671,2499,2733
20x20_95.npz,2616,1916,2781,2517,2564,2517,2400
20x20_96.npz,2932,2193,3061,3246,3128,2920,2863
20x20_97.npz,2602,2124,2946,2764,2548,2679,2544
20x20_98.npz,2703,2154,2928,2698,2880,2918,2774
20x20_99.npz,2829,1968,3171,2857,2523,2889,2645
