instance name,OR-Tools averagistic,OR-Tools realistic,SPT,MWKR,MOPNR,FDD/MWKR,model
30x10_55.npz,2938,2057,3071,2576,2723,2844,2500
30x10_56.npz,3049,2006,3124,2550,2464,2714,2372
30x10_57.npz,2736,2252,2946,2426,2479,2692,2407
30x10_58.npz,2706,2058,3213,2408,2759,2651,2404
30x10_59.npz,2765,2184,2804,2513,2507,2503,2519
30x10_6.npz,2986,2073,3273,2831,2576,2537,2484
30x10_60.npz,2580,2022,2762,2598,2185,2256,2448
30x10_61.npz,2878,2163,3227,2743,2471,2609,2390
30x10_62.npz,2703,2393,2994,2546,2452,2464,2486
30x10_63.npz,2683,2023,2734,2604,2560,2531,2259
30x10_64.npz,2884,2230,3209,2473,2451,2419,2354
30x10_65.npz,2877,2245,3257,2629,2653,2691,2437
30x10_66.npz,3055,2374,3428,2741,2770,2733,2672
30x10_67.npz,2761,2184,3014,2486,2474,2427,2321
30x10_68.npz,2754,2117,2946,2509,2284,2466,2315
30x10_69.npz,3063,2198,2999,2524,2627,2602,2409
30x10_7.npz,2781,2119,3122,2586,2561,2521,2354
30x10_70.npz,2813,2198,2879,2641,2306,2286,2318
30x10_71.npz,2631,2125,2955,2635,2527,2736,2366
30x10_72.npz,2652,1918,3151,2624,2481,2590,2360
30x10_73.npz,2907,2028,3151,2495,2421,2417,2246
30x10_74.npz,2547,2010,2945,2596,2322,2529,2334
30x10_75.npz,2765,2134,2964,2350,2405,2362,2274
30x10_76.npz,2627,2174,3183,2495,2495,2372,2438
30x10_77.npz,2850,2206,3091,2556,2472,2512,2409
30x10_78.npz,2593,2123,2961,2421,2359,2601,2356
30x10_79.npz,2431,1898,2559,2393,2284,2254,2225
30x10_8.npz,2596,2135,3068,2587,2593,2726,2597
30x10_80.npz,2843,2183,3619,2532,2632,2639,2437
30x10_81.npz,2782,2034,3225,2599,2536,2541,2529
30x10_82.npz,2977,2038,2959,2504,2619,2424,2243
30x10_83.npz,2724,2384,3015,2583,2536,2597,2384
30x10_84.npz,2851,2302,3110,2845,2967,2756,2594
30x10_85.npz,2971,2375,3171,2906,2939,3133,2952
30x10_86.npz,2654,2050,2975,2566,2480,2429,2351
30x10_87.npz,2742,2140,2949,2675,2549,2579,2471
30x10_88.npz,2631,2230,2815,2426,2447,2257,2353
30x10_89.npz,2587,2099,2751,2436,2579,2605,2399
30x10_9.npz,2678,2151,2860,2576,2582,2608,2575
30x10_90.npz,2966,2045,2807,2489,2477,2434,2627
30x10_91.npz,2770,2151,2883,2632,2408,2465,2424
30x10_92.npz,2730,2031,2600,2367,2422,2504,2298
30x10_93.npz,2783,2070,3272,2883,2665,2742,2424
30x10_94.npz,2734,2253,3210,2779,2816,2873,2512
30x10_95.npz,2884,2189,3009,2467,2396,2560,2252
30x10_96.npz,2675,1907,2770,2200,2222,2210,2210
30x10_97.npz,3037,2140,3411,2570,2391,2593,2341
30x10_98.npz,2711,2085,3001,2466,2286,2457,2265
30x10_99.npz,2724,1977,3072,2589,2528,2403,2227
